Ngày,Thành_phố,Khu_vực,Nhiệt_độ,Áp_suất,Tốc_độ_gió,Hướng_gió,Độ_ẩm,Chỉ_số_UV,Lượng_mưa,Thời_tiết,AQI,PM2.5,PM10,CO,NO2,SO2,O3
2023-09-29,TP Hồ Chí Minh,Nam Bộ,30.3,997.9,3.4,315,79.1,0.5,0.0,Nắng,85.0,70.3,82.6,4.17,6.6,19.4,28.7
2023-09-29,Đà Nẵng,Trung Bộ,24.9,997.0,2.6,23,94.0,2.3,66.0,Dông,16.0,15.9,21.6,1.34,0.0,10.4,13.9
2023-09-29,Hải Phòng,Bắc Bộ,26.4,1002.4,9.2,339,89.3,1.2,8.6,Mưa vừa,63.0,49.2,73.3,2.74,21.7,11.0,18.4
2023-09-29,Cần Thơ,Nam Bộ,28.8,1002.8,1.3,271,80.3,6.9,104.0,Dông,31.0,26.4,17.0,1.15,6.0,1.9,10.3
2023-09-29,Huế,Trung Bộ,27.0,1001.4,1.2,355,84.7,0.7,2.7,Mưa nhẹ,32.0,21.3,45.1,1.75,10.9,3.9,7.1
2023-09-29,Nha Trang,Trung Bộ,25.3,1005.4,1.2,232,79.8,3.9,68.9,Dông,20.0,24.6,33.5,0.58,4.5,0.0,12.1
2023-09-29,Đà Lạt,Tây Nguyên,18.8,1003.6,3.7,182,87.7,10.0,35.4,Mưa to,31.0,19.6,39.9,0.87,2.3,0.0,17.5
2023-09-29,Vũng Tàu,Nam Bộ,32.0,1000.3,12.3,355,78.9,5.1,12.0,Mưa vừa,50.0,30.8,61.5,1.6,11.3,4.1,21.7
2023-09-29,Hạ Long,Bắc Bộ,28.4,1002.6,5.1,61,87.6,5.5,47.1,Mưa to,33.0,23.1,42.7,1.42,4.2,2.0,9.9
2023-09-30,Hà Nội,Bắc Bộ,29.8,1000.8,2.0,225,78.2,5.0,0.0,Nắng,77.0,47.4,77.0,3.15,12.1,13.2,12.5
2023-09-30,TP Hồ Chí Minh,Nam Bộ,30.9,996.9,1.3,22,81.9,1.6,58.7,Dông,69.0,54.7,67.9,3.8,9.9,10.2,12.1
2023-09-30,Đà Nẵng,Trung Bộ,29.1,1009.1,5.1,181,89.5,2.5,53.9,Dông,40.0,30.9,47.8,2.13,10.1,2.5,6.1
2023-09-30,Hải Phòng,Bắc Bộ,31.0,1002.7,3.1,36,79.8,2.3,43.3,Mưa to,46.0,25.4,39.4,2.41,7.5,4.9,17.4
2023-09-30,Cần Thơ,Nam Bộ,28.8,996.8,6.6,61,79.1,5.8,41.5,Mưa to,33.0,29.9,38.8,0.62,0.0,12.2,7.6
2023-09-30,Huế,Trung Bộ,21.2,998.2,5.3,226,80.3,2.4,14.5,Mưa vừa,28.0,21.3,30.3,1.16,5.8,4.4,0.0
2023-09-30,Nha Trang,Trung Bộ,26.2,1001.9,6.5,286,94.1,2.4,0.0,Nắng,68.0,50.5,51.8,3.46,22.0,10.4,15.4
2023-09-30,Đà Lạt,Tây Nguyên,10.8,1003.9,1.7,145,91.3,3.9,33.1,Mưa to,36.0,28.4,37.3,1.78,13.2,1.8,12.8
2023-09-30,Vũng Tàu,Nam Bộ,29.6,999.1,1.6,355,79.3,3.0,0.0,Mây,45.0,41.2,59.1,1.67,16.2,10.8,11.9
2023-09-30,Hạ Long,Bắc Bộ,30.2,1006.8,5.5,333,82.2,7.3,57.9,Dông,40.0,37.1,49.8,2.46,0.0,6.5,10.9
2023-10-01,Hà Nội,Bắc Bộ,27.9,1001.9,5.5,237,92.6,5.4,13.9,Mưa vừa,87.0,79.6,119.2,3.69,11.1,10.3,26.9
2023-10-01,TP Hồ Chí Minh,Nam Bộ,31.3,1004.4,2.1,161,89.6,6.0,62.5,Dông,46.0,44.2,96.3,1.76,10.5,10.8,21.2
2023-10-01,Đà Nẵng,Trung Bộ,25.2,999.3,6.0,83,85.8,4.3,93.4,Dông,35.0,29.1,46.0,1.72,3.5,0.0,6.7
2023-10-01,Hải Phòng,Bắc Bộ,30.1,1005.3,4.8,306,82.5,0.9,1.1,Mưa nhẹ,60.0,51.5,53.9,3.58,8.9,0.0,22.9
2023-10-01,Cần Thơ,Nam Bộ,28.5,1008.4,5.7,350,80.6,0.5,70.8,Dông,34.0,27.9,39.9,2.3,0.0,12.3,10.2
2023-10-01,Huế,Trung Bộ,23.5,1000.0,0.8,103,71.5,4.0,0.0,Mây,51.0,43.6,72.0,2.7,11.4,4.4,23.5
2023-10-01,Nha Trang,Trung Bộ,20.4,994.2,2.5,23,88.3,0.3,80.8,Dông,14.0,10.4,16.8,1.12,0.0,7.8,2.3
2023-10-01,Đà Lạt,Tây Nguyên,16.0,1005.9,4.9,148,91.7,7.1,83.7,Dông,24.0,13.6,14.3,1.58,5.3,7.5,12.9
2023-10-01,Vũng Tàu,Nam Bộ,30.9,998.8,3.1,35,81.9,2.0,51.7,Dông,37.0,32.8,64.7,2.49,8.4,10.9,0.0
2023-10-01,Hạ Long,Bắc Bộ,30.3,995.2,10.6,263,67.5,0.3,0.0,Nắng,62.0,46.9,78.6,3.09,13.6,10.2,23.1
2023-10-02,Hà Nội,Bắc Bộ,29.1,989.8,0.3,265,79.6,5.9,0.0,Nắng,73.0,55.8,82.1,2.92,22.8,15.8,21.2
2023-10-02,TP Hồ Chí Minh,Nam Bộ,30.2,1001.5,3.1,95,75.4,1.3,0.0,Nắng,72.0,49.8,72.0,4.48,23.0,19.4,25.3
2023-10-02,Đà Nẵng,Trung Bộ,25.7,1000.3,6.1,214,79.5,1.4,79.0,Dông,25.0,26.7,38.9,1.62,4.7,0.0,10.0
2023-10-02,Hải Phòng,Bắc Bộ,31.9,989.9,5.0,314,71.5,3.2,0.0,Nắng,63.0,52.9,80.3,3.6,19.7,4.3,16.8
2023-10-02,Cần Thơ,Nam Bộ,30.3,1002.7,0.4,253,85.1,2.2,0.0,Nắng,70.0,54.4,102.8,2.44,13.1,4.7,16.2
2023-10-02,Huế,Trung Bộ,24.6,997.8,3.8,341,82.4,7.6,91.7,Dông,31.0,20.6,34.0,1.51,16.6,11.6,14.3
2023-10-02,Nha Trang,Trung Bộ,24.9,999.0,2.7,57,87.0,1.9,0.0,Nắng,43.0,34.4,54.8,1.83,16.1,4.2,11.7
2023-10-02,Đà Lạt,Tây Nguyên,16.2,1000.4,5.6,245,86.4,0.5,16.5,Mưa vừa,21.0,21.6,17.0,1.49,0.0,1.5,7.1
2023-10-02,Vũng Tàu,Nam Bộ,32.3,993.3,4.6,159,86.8,2.4,61.8,Dông,39.0,33.6,55.5,2.49,0.0,9.4,4.4
2023-10-02,Hạ Long,Bắc Bộ,31.0,1009.3,2.0,148,80.4,2.5,28.9,Mưa to,42.0,40.7,57.3,2.05,5.2,6.6,1.3
2023-10-03,Hà Nội,Bắc Bộ,31.2,1001.0,3.4,129,75.0,0.8,0.0,Nắng,58.0,43.6,65.3,3.45,7.7,14.7,19.1
2023-10-03,TP Hồ Chí Minh,Nam Bộ,30.3,1002.9,4.5,285,85.4,0.8,20.4,Mưa vừa,65.0,47.1,86.3,3.38,13.1,10.4,14.0
2023-10-03,Đà Nẵng,Trung Bộ,26.8,998.9,8.5,118,86.8,7.4,0.0,Nắng,55.0,47.5,63.4,2.62,14.7,7.3,11.7
2023-10-03,Hải Phòng,Bắc Bộ,32.8,1001.3,2.0,29,83.9,0.5,0.0,Nắng,70.0,52.7,88.1,3.8,16.7,15.2,29.5
2023-10-03,Cần Thơ,Nam Bộ,29.0,1002.4,4.8,272,80.9,2.5,0.0,Nắng,54.0,43.3,47.7,1.23,8.7,7.4,13.4
2023-10-03,Huế,Trung Bộ,22.6,1004.4,6.7,214,86.4,2.2,20.1,Mưa vừa,43.0,27.0,48.2,2.56,19.1,1.4,1.5
2023-10-03,Nha Trang,Trung Bộ,23.1,1003.0,0.8,224,82.5,2.3,0.0,Mây,48.0,35.2,65.7,2.35,16.5,5.7,15.1
2023-10-03,Đà Lạt,Tây Nguyên,21.7,1003.8,4.9,121,85.3,2.4,28.9,Mưa to,15.0,14.2,49.8,0.26,11.2,7.2,0.0
2023-10-03,Vũng Tàu,Nam Bộ,29.5,1006.1,6.6,357,89.3,3.0,0.0,Mây,39.0,23.4,48.1,2.55,10.6,2.5,11.9
2023-10-03,Hạ Long,Bắc Bộ,29.2,1003.9,2.4,161,73.2,1.1,5.7,Mưa vừa,62.0,54.4,87.9,2.83,11.2,7.1,12.5
2023-10-04,Hà Nội,Bắc Bộ,35.1,1011.1,2.6,9,82.6,6.8,0.0,Nắng,71.0,59.4,100.3,4.06,15.8,15.4,15.4
2023-10-04,TP Hồ Chí Minh,Nam Bộ,31.5,1001.4,1.5,182,70.1,2.0,0.0,Nắng,75.0,56.9,87.4,3.85,14.0,15.5,31.8
2023-10-04,Đà Nẵng,Trung Bộ,23.2,994.6,5.2,200,84.3,2.2,0.0,Nắng,41.0,30.6,48.8,2.75,7.6,0.0,4.4
2023-10-04,Hải Phòng,Bắc Bộ,34.8,1004.0,2.2,134,69.2,1.5,46.2,Mưa to,40.0,28.0,53.6,2.33,5.9,0.7,0.3
2023-10-04,Cần Thơ,Nam Bộ,34.1,1005.5,5.4,184,78.5,2.8,0.0,Mây,64.0,48.3,69.3,3.26,16.0,8.0,12.8
2023-10-04,Huế,Trung Bộ,22.1,1002.6,4.9,144,88.2,1.8,46.3,Mưa to,39.0,30.2,39.3,2.46,23.0,9.9,21.0
2023-10-04,Nha Trang,Trung Bộ,20.4,991.8,1.7,84,87.3,2.4,0.0,Nắng,42.0,32.4,58.3,2.46,12.1,8.2,21.4
2023-10-04,Đà Lạt,Tây Nguyên,16.9,996.0,1.4,344,91.8,3.1,38.5,Mưa to,7.0,10.3,17.4,1.22,0.0,5.3,1.6
2023-10-04,Vũng Tàu,Nam Bộ,29.3,992.9,1.9,203,77.2,0.5,0.0,Nắng,45.0,40.5,69.4,2.96,2.7,3.3,13.2
2023-10-04,Hạ Long,Bắc Bộ,31.2,995.5,3.0,120,77.9,3.3,20.1,Mưa vừa,55.0,40.8,71.0,2.12,12.6,9.1,23.7
2023-10-05,Hà Nội,Bắc Bộ,28.0,1003.0,5.9,291,82.0,1.1,0.0,Nắng,65.0,41.1,34.4,2.93,7.5,10.6,4.5
2023-10-05,TP Hồ Chí Minh,Nam Bộ,31.9,997.7,1.8,213,84.3,1.0,0.0,Nắng,85.0,61.6,95.9,5.29,15.3,5.6,19.2
2023-10-05,Đà Nẵng,Trung Bộ,23.9,1002.2,2.5,233,85.3,1.8,21.2,Mưa vừa,62.0,44.2,70.9,3.05,14.1,8.0,11.2
2023-10-05,Hải Phòng,Bắc Bộ,29.1,1003.6,4.3,15,78.0,0.9,0.0,Mây,81.0,56.9,95.8,4.42,15.9,9.9,28.1
2023-10-05,Cần Thơ,Nam Bộ,29.7,996.7,2.5,59,80.3,10.1,0.0,Nắng,56.0,37.3,62.3,2.76,9.8,8.0,1.9
2023-10-05,Huế,Trung Bộ,25.6,997.4,1.7,268,87.6,3.7,71.2,Dông,42.0,29.1,28.7,1.73,8.2,3.6,8.3
2023-10-05,Nha Trang,Trung Bộ,23.3,997.1,5.4,271,91.6,1.8,0.0,Mây,31.0,19.2,38.5,1.11,13.7,11.9,0.0
2023-10-05,Đà Lạt,Tây Nguyên,12.4,1006.8,0.7,131,77.8,1.8,0.0,Mây,22.0,17.6,30.8,2.09,9.7,2.5,14.5
2023-10-05,Vũng Tàu,Nam Bộ,29.4,994.8,1.1,169,74.3,0.4,12.1,Mưa vừa,39.0,24.1,51.6,2.61,12.6,8.0,13.0
2023-10-05,Hạ Long,Bắc Bộ,31.0,1000.8,7.6,207,80.4,2.6,15.1,Mưa vừa,53.0,30.1,33.0,3.66,10.5,15.1,18.6
2023-10-06,Hà Nội,Bắc Bộ,35.4,999.2,5.1,288,86.2,5.1,0.0,Nắng,76.0,60.7,100.0,3.64,21.5,12.4,13.9
2023-10-06,TP Hồ Chí Minh,Nam Bộ,30.9,998.4,0.8,69,76.2,1.5,0.0,Nắng,78.0,57.5,91.9,3.59,10.9,13.6,18.9
2023-10-06,Đà Nẵng,Trung Bộ,20.6,1008.5,4.3,13,86.2,0.8,62.8,Dông,48.0,31.2,49.3,2.86,12.3,12.2,13.9
2023-10-06,Hải Phòng,Bắc Bộ,31.6,1005.0,4.9,280,73.5,0.6,0.0,Nắng,73.0,44.8,61.8,3.85,15.7,16.1,21.6
2023-10-06,Cần Thơ,Nam Bộ,28.3,1002.0,2.8,346,82.0,1.0,23.4,Mưa vừa,39.0,35.6,43.7,2.06,5.8,6.4,6.6
2023-10-06,Huế,Trung Bộ,23.1,998.4,1.5,87,94.2,3.7,0.0,Nắng,36.0,23.0,30.2,2.29,17.7,1.8,22.9
2023-10-06,Nha Trang,Trung Bộ,24.4,1007.6,4.7,71,88.3,0.6,0.0,Nắng,23.0,11.9,12.4,1.26,0.0,0.6,0.3
2023-10-06,Đà Lạt,Tây Nguyên,16.7,990.8,7.5,164,90.6,0.2,159.8,Dông,15.0,11.9,8.9,0.45,2.9,0.0,0.0
2023-10-06,Vũng Tàu,Nam Bộ,30.0,1010.5,0.8,285,73.6,0.5,0.0,Nắng,54.0,41.6,62.1,2.55,10.7,1.3,23.6
2023-10-06,Hạ Long,Bắc Bộ,26.9,1001.3,4.5,183,85.1,5.1,21.5,Mưa vừa,51.0,44.5,78.7,2.21,14.8,8.8,10.8
2023-10-07,Hà Nội,Bắc Bộ,27.8,994.5,2.0,18,84.8,2.5,22.5,Mưa vừa,65.0,44.8,69.5,3.4,8.4,12.7,19.2
2023-10-07,TP Hồ Chí Minh,Nam Bộ,33.7,997.7,7.0,7,91.0,1.6,96.6,Dông,23.0,17.9,35.1,0.61,5.9,2.8,12.1
2023-10-07,Đà Nẵng,Trung Bộ,22.5,992.9,0.4,257,88.0,0.5,17.3,Mưa vừa,31.0,27.3,48.4,2.06,6.9,11.7,1.0
2023-10-07,Hải Phòng,Bắc Bộ,30.4,1005.7,3.5,136,85.2,4.6,0.0,Nắng,79.0,65.5,89.7,3.27,13.5,16.9,30.7
2023-10-07,Cần Thơ,Nam Bộ,33.3,994.5,2.0,238,79.6,0.1,0.0,Nắng,34.0,26.7,50.4,1.81,16.0,6.1,13.6
2023-10-07,Huế,Trung Bộ,25.9,997.7,2.6,68,88.0,3.7,60.8,Dông,31.0,27.9,51.2,1.38,9.3,2.3,5.5
2023-10-07,Nha Trang,Trung Bộ,29.1,1002.3,3.8,138,87.7,5.3,0.0,Nắng,37.0,30.4,42.8,1.36,5.2,8.0,6.2
2023-10-07,Đà Lạt,Tây Nguyên,14.1,1008.8,0.6,29,87.8,1.3,42.9,Mưa to,28.0,20.6,45.4,1.5,5.0,0.0,15.7
2023-10-07,Vũng Tàu,Nam Bộ,30.5,991.1,4.0,225,80.0,4.5,0.0,Nắng,58.0,45.7,59.5,2.18,6.8,4.2,17.5
2023-10-07,Hạ Long,Bắc Bộ,31.3,998.8,1.1,331,81.9,2.3,1.7,Mưa nhẹ,56.0,46.7,68.3,2.67,16.7,7.8,14.6
2023-10-08,Hà Nội,Bắc Bộ,36.9,1003.0,7.5,83,85.4,5.3,0.0,Nắng,74.0,53.6,79.2,3.6,15.5,12.2,17.0
2023-10-08,TP Hồ Chí Minh,Nam Bộ,30.9,1007.0,1.3,46,84.4,9.5,40.8,Mưa to,51.0,36.8,83.1,2.72,9.7,3.9,10.5
2023-10-08,Đà Nẵng,Trung Bộ,22.5,994.2,1.8,219,83.0,9.8,63.9,Dông,35.0,24.9,41.3,2.67,9.5,0.3,6.4
2023-10-08,Hải Phòng,Bắc Bộ,27.3,999.7,1.4,70,77.9,3.5,29.0,Mưa to,72.0,53.8,78.4,2.83,17.4,15.2,16.3
2023-10-08,Cần Thơ,Nam Bộ,31.1,990.5,1.7,307,68.9,3.1,42.0,Mưa to,46.0,41.3,61.9,2.08,16.9,1.9,9.8
2023-10-08,Huế,Trung Bộ,24.0,998.0,1.2,337,87.4,3.0,0.0,Mây,51.0,39.4,62.0,3.17,6.3,7.5,14.4
2023-10-08,Nha Trang,Trung Bộ,26.4,995.7,2.5,196,87.9,1.1,0.0,Nắng,38.0,33.4,52.1,1.78,4.7,11.0,7.5
2023-10-08,Đà Lạt,Tây Nguyên,18.1,999.8,1.7,327,87.4,1.0,66.2,Dông,0.0,3.1,0.0,0.45,3.2,0.0,2.7
2023-10-08,Vũng Tàu,Nam Bộ,28.5,997.2,2.7,294,73.2,4.5,0.0,Mây,48.0,34.2,48.0,1.83,11.7,5.3,15.0
2023-10-08,Hạ Long,Bắc Bộ,29.0,999.5,1.3,53,79.0,1.1,12.2,Mưa vừa,58.0,46.4,84.7,2.24,6.5,11.9,15.7
2023-10-09,Hà Nội,Bắc Bộ,31.6,995.9,4.1,135,81.7,0.6,0.0,Mây,75.0,57.1,95.4,3.73,21.4,17.4,27.9
2023-10-09,TP Hồ Chí Minh,Nam Bộ,29.8,993.6,2.2,41,86.8,0.3,42.0,Mưa to,70.0,50.2,88.9,3.73,23.4,10.5,16.3
2023-10-09,Đà Nẵng,Trung Bộ,20.8,1001.3,0.6,34,83.7,0.2,48.1,Mưa to,38.0,28.5,36.5,1.57,12.4,2.9,10.4
2023-10-09,Hải Phòng,Bắc Bộ,30.7,998.3,4.0,342,82.8,4.5,61.7,Dông,38.0,30.6,42.2,2.0,0.2,5.0,5.5
2023-10-09,Cần Thơ,Nam Bộ,31.8,1005.3,3.7,123,89.8,6.6,44.0,Mưa to,42.0,33.8,49.9,2.0,1.4,8.9,7.4
2023-10-09,Huế,Trung Bộ,23.6,1001.5,5.1,296,81.0,1.8,36.2,Mưa to,32.0,13.7,19.8,1.99,10.5,8.1,0.2
2023-10-09,Nha Trang,Trung Bộ,21.9,993.8,8.2,150,81.0,0.3,0.0,Nắng,46.0,38.0,65.3,2.4,13.3,13.1,17.6
2023-10-09,Đà Lạt,Tây Nguyên,16.1,1002.3,0.5,36,85.1,0.6,99.9,Dông,16.0,13.3,21.2,0.71,9.4,5.1,11.3
2023-10-09,Vũng Tàu,Nam Bộ,30.8,1003.7,3.6,259,83.3,5.8,23.0,Mưa vừa,26.0,20.6,40.7,1.21,4.9,0.5,0.1
2023-10-09,Hạ Long,Bắc Bộ,33.4,1004.4,4.9,88,90.9,1.7,22.8,Mưa vừa,45.0,30.5,42.7,1.9,8.5,16.0,16.4
2023-10-10,Hà Nội,Bắc Bộ,31.8,997.9,7.9,356,76.8,2.8,0.0,Nắng,61.0,49.9,57.8,3.46,8.2,11.6,14.4
2023-10-10,TP Hồ Chí Minh,Nam Bộ,33.6,994.8,4.3,350,90.8,4.7,0.0,Mây,67.0,61.8,77.7,3.34,25.2,7.8,13.5
2023-10-10,Đà Nẵng,Trung Bộ,26.4,1005.8,2.4,320,86.4,5.4,142.7,Dông,14.0,3.5,16.0,0.78,11.8,6.3,0.0
2023-10-10,Hải Phòng,Bắc Bộ,32.8,998.8,2.8,241,75.2,4.6,29.4,Mưa to,58.0,50.1,69.4,3.14,9.6,16.4,18.3
2023-10-10,Cần Thơ,Nam Bộ,28.2,998.2,3.6,264,82.0,0.9,18.4,Mưa vừa,43.0,40.2,55.7,2.59,7.9,10.6,7.6
2023-10-10,Huế,Trung Bộ,25.0,1003.0,0.2,126,86.9,0.7,96.2,Dông,37.0,30.5,37.1,1.91,13.6,3.6,10.8
2023-10-10,Nha Trang,Trung Bộ,24.8,1001.0,2.5,70,80.8,1.0,25.0,Mưa vừa,47.0,27.8,46.6,2.25,1.6,5.2,17.2
2023-10-10,Đà Lạt,Tây Nguyên,21.2,998.0,1.9,42,96.2,0.5,22.5,Mưa vừa,27.0,26.9,44.6,1.21,1.7,4.3,5.4
2023-10-10,Vũng Tàu,Nam Bộ,28.0,997.0,15.1,218,79.1,5.3,0.0,Nắng,54.0,28.0,53.0,3.55,11.5,2.4,10.4
2023-10-10,Hạ Long,Bắc Bộ,30.4,1003.5,7.1,298,76.0,10.4,0.0,Nắng,52.0,36.6,50.4,2.94,14.2,9.4,11.9
2023-10-11,Hà Nội,Bắc Bộ,27.5,998.3,2.5,80,85.5,3.5,0.0,Mây,76.0,67.3,116.5,3.22,12.5,16.0,20.8
2023-10-11,TP Hồ Chí Minh,Nam Bộ,28.2,998.8,8.2,73,84.8,0.5,51.9,Dông,47.0,41.6,64.1,2.25,6.0,7.3,16.2
2023-10-11,Đà Nẵng,Trung Bộ,19.8,988.9,6.9,54,83.0,0.9,100.4,Dông,46.0,34.7,46.7,2.09,6.0,7.6,16.0
2023-10-11,Hải Phòng,Bắc Bộ,31.0,1006.2,2.5,160,77.7,5.0,0.0,Nắng,51.0,36.7,68.5,2.34,7.4,11.5,19.8
2023-10-11,Cần Thơ,Nam Bộ,32.8,1000.6,2.3,206,80.0,3.5,43.0,Mưa to,56.0,45.5,84.5,2.19,15.3,5.4,11.4
2023-10-11,Huế,Trung Bộ,21.2,1006.0,9.6,199,78.5,2.7,0.0,Nắng,31.0,19.4,31.3,2.02,12.5,12.2,6.0
2023-10-11,Nha Trang,Trung Bộ,21.7,996.2,4.4,193,81.8,3.0,0.0,Mây,31.0,27.6,36.0,0.81,9.8,11.7,9.7
2023-10-11,Đà Lạt,Tây Nguyên,16.7,1004.4,2.6,198,96.1,1.0,32.5,Mưa to,28.0,22.2,25.6,2.08,5.9,5.9,2.5
2023-10-11,Vũng Tàu,Nam Bộ,34.2,998.4,3.5,96,93.6,1.2,0.0,Nắng,49.0,32.5,33.7,2.22,6.4,0.4,7.7
2023-10-11,Hạ Long,Bắc Bộ,30.6,1007.7,2.3,340,88.8,2.7,24.5,Mưa vừa,54.0,42.7,63.2,2.34,11.0,0.0,23.4
2023-10-12,Hà Nội,Bắc Bộ,27.8,999.7,4.3,105,84.5,2.3,8.7,Mưa vừa,48.0,37.3,68.1,2.5,13.5,1.3,21.4
2023-10-12,TP Hồ Chí Minh,Nam Bộ,31.7,1001.3,6.2,353,78.6,7.1,56.4,Dông,60.0,55.7,93.8,3.36,9.6,6.3,9.4
2023-10-12,Đà Nẵng,Trung Bộ,27.8,1000.4,5.5,256,84.6,1.8,123.5,Dông,11.0,12.9,17.5,0.53,0.0,2.2,0.0
2023-10-12,Hải Phòng,Bắc Bộ,29.3,1005.0,4.3,112,78.9,12.0,0.0,Nắng,59.0,49.4,64.5,3.07,15.0,10.2,20.0
2023-10-12,Cần Thơ,Nam Bộ,33.9,1000.5,8.6,228,85.6,2.3,21.1,Mưa vừa,50.0,35.3,46.1,3.12,20.4,10.9,12.7
2023-10-12,Huế,Trung Bộ,24.7,998.4,3.7,248,87.5,1.6,41.4,Mưa to,31.0,19.2,30.9,1.77,7.9,7.5,7.3
2023-10-12,Nha Trang,Trung Bộ,25.7,1001.4,0.6,172,91.5,1.6,59.4,Dông,59.0,45.2,72.9,2.47,9.2,0.6,15.6
2023-10-12,Đà Lạt,Tây Nguyên,13.1,997.7,3.0,105,88.6,2.8,26.1,Mưa to,32.0,23.2,28.2,1.73,0.7,4.8,8.3
2023-10-12,Vũng Tàu,Nam Bộ,31.8,1005.8,0.9,170,79.2,1.1,0.0,Nắng,55.0,48.5,45.4,2.62,12.4,9.3,19.1
2023-10-12,Hạ Long,Bắc Bộ,31.6,992.4,11.2,139,80.0,5.8,32.8,Mưa to,35.0,18.6,30.4,2.01,15.6,9.5,18.9
2023-10-13,Hà Nội,Bắc Bộ,32.5,1006.4,3.7,41,68.8,0.4,50.2,Dông,42.0,39.4,56.3,2.05,8.2,2.6,15.8
2023-10-13,TP Hồ Chí Minh,Nam Bộ,27.6,1003.5,1.9,351,92.8,4.9,0.0,Nắng,60.0,47.1,69.3,2.43,14.7,4.2,21.4
2023-10-13,Đà Nẵng,Trung Bộ,24.2,1000.9,5.0,305,82.9,3.3,0.0,Mây,32.0,25.9,18.1,1.35,6.2,7.6,14.3
2023-10-13,Hải Phòng,Bắc Bộ,35.8,998.2,9.7,34,83.0,3.3,72.3,Dông,33.0,23.0,41.7,2.14,1.9,8.5,17.5
2023-10-13,Cần Thơ,Nam Bộ,30.1,992.6,5.7,335,77.7,1.1,32.9,Mưa to,44.0,27.2,48.8,1.9,3.3,0.7,2.2
2023-10-13,Huế,Trung Bộ,22.1,1001.0,10.9,253,82.3,3.6,81.9,Dông,35.0,22.6,21.0,1.28,8.8,10.8,15.3
2023-10-13,Nha Trang,Trung Bộ,22.1,998.2,3.2,303,84.8,2.7,27.5,Mưa to,33.0,28.3,50.2,0.85,14.3,4.6,2.6
2023-10-13,Đà Lạt,Tây Nguyên,18.2,1007.7,5.0,170,91.8,2.7,30.2,Mưa to,13.0,8.1,0.0,0.53,5.4,0.0,6.7
2023-10-13,Vũng Tàu,Nam Bộ,32.5,998.5,5.1,216,83.3,5.2,3.9,Mưa nhẹ,42.0,28.7,48.3,2.45,11.4,0.6,2.0
2023-10-13,Hạ Long,Bắc Bộ,31.9,997.7,2.0,223,84.1,0.9,5.7,Mưa vừa,58.0,49.7,78.0,2.97,5.8,1.8,16.9
2023-10-14,Hà Nội,Bắc Bộ,27.4,1000.9,4.6,268,77.2,3.4,0.0,Nắng,85.0,69.6,116.4,4.4,10.3,13.3,30.0
2023-10-14,TP Hồ Chí Minh,Nam Bộ,31.8,1002.3,0.7,59,95.3,0.2,24.3,Mưa vừa,86.0,62.1,94.6,4.45,17.3,12.4,30.5
2023-10-14,Đà Nẵng,Trung Bộ,25.1,993.8,5.8,86,75.1,1.3,0.0,Mây,48.0,32.7,60.1,2.12,17.7,8.9,12.4
2023-10-14,Hải Phòng,Bắc Bộ,30.0,998.3,5.0,170,84.1,2.7,0.0,Mây,65.0,50.1,89.5,2.55,11.4,0.0,19.0
2023-10-14,Cần Thơ,Nam Bộ,33.0,1001.6,0.9,296,90.4,1.4,14.8,Mưa vừa,42.0,33.9,33.4,2.16,12.4,10.8,7.0
2023-10-14,Huế,Trung Bộ,26.3,996.3,1.3,51,79.6,0.8,130.5,Dông,13.0,13.0,19.2,0.9,12.3,1.6,2.0
2023-10-14,Nha Trang,Trung Bộ,24.2,998.4,0.6,101,83.8,0.6,69.7,Dông,23.0,19.2,20.7,0.9,3.2,4.5,3.1
2023-10-14,Đà Lạt,Tây Nguyên,15.5,1005.7,3.5,349,85.9,1.6,30.6,Mưa to,29.0,19.6,32.7,0.99,8.2,7.8,9.4
2023-10-14,Vũng Tàu,Nam Bộ,28.2,1002.7,1.8,126,82.2,6.3,0.0,Nắng,51.0,37.5,64.7,2.58,4.2,5.5,9.5
2023-10-14,Hạ Long,Bắc Bộ,26.1,1002.8,2.1,320,85.9,2.4,0.0,Nắng,55.0,46.6,59.1,2.93,15.3,6.6,4.5
2023-10-15,Hà Nội,Bắc Bộ,27.1,996.4,1.0,168,75.0,6.5,37.2,Mưa to,51.0,32.5,53.4,1.79,3.3,4.3,17.2
2023-10-15,TP Hồ Chí Minh,Nam Bộ,31.0,1003.5,4.8,279,80.5,3.6,57.2,Dông,68.0,46.6,63.4,3.4,20.3,4.4,15.8
2023-10-15,Đà Nẵng,Trung Bộ,24.4,1004.4,2.1,189,88.5,2.9,0.0,Nắng,42.0,40.2,60.1,2.03,11.6,0.0,7.9
2023-10-15,Hải Phòng,Bắc Bộ,29.0,996.7,6.5,275,80.5,4.2,22.4,Mưa vừa,57.0,39.0,61.9,2.59,21.4,1.9,23.7
2023-10-15,Cần Thơ,Nam Bộ,32.1,1004.0,2.2,24,84.2,0.5,47.2,Mưa to,56.0,39.2,53.1,3.11,15.0,5.0,17.0
2023-10-15,Huế,Trung Bộ,22.9,996.0,2.6,145,89.9,4.6,67.7,Dông,27.0,10.9,8.6,0.93,5.7,5.2,12.5
2023-10-15,Nha Trang,Trung Bộ,24.7,1000.0,10.9,224,86.1,0.9,0.0,Nắng,46.0,30.8,41.5,2.28,9.8,2.2,8.0
